location,Price,bedrooms,bathroom,floor,year_of_construction,size,ft_road,Address
Kathmandu,30000000,6,5,3,2019,5 Aana,14 Feet ,"tokha road , saraswoti 3, Tokha, Kathmandu"
Lalitpur,31500000,4,4,3,2012,4.3 Aana,12 Feet ,"Bhaisepati, Bhaisepati, Lalitpur"
Lalitpur,18000000,3,3,3,N/A,0-3-0-3 Aana,18 Feet,"Harisiddhi, Harisiddhi, Lalitpur"
Chitwan,50000000,0,0,0,N/A,3 Bigha,20 Feet ,"Rapti Nagar, Bhandara, Chitwan"
Kathmandu,57500000,4,5,3,2076,8 Aana,20 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,30000000,0,3,3,N/A,0-2-0-0 Aana,25 Feet ,"Lampokhari, Chabahil Main Road., Chabahil, Kathmandu"
Lalitpur,100000,3,3,3,2001,11 Aana,20 Feet ,"Talchhikhel, Satdobato, Mahalaxmisthan, Lalitpur"
Kathmandu,15500000,0,0,N/A,N/A,0-4-0-0 Aana,18 Feet ,"Chabahil Beside Medicare Hospital, Chabahil, Kathmandu"
Kathmandu,7500000,0,0,N/A,N/A,0-9-2-0 Aana,20 Feet ,"Baluwatar Beside Goma Petrol Pump, 1 Kitta Inside from Main Road., Baluwatar, Kathmandu"
Kathmandu,60000000,0,0,2,N/A,0-9-2-0 Aana,15 Feet ,"Ganeshthan, Chabahil Beside Raprapa Party Office., Chabahil, Kathmandu"
Kathmandu,1200000,0,0,N/A,N/A,0-4-3-0 Aana,20 Feet ,"Nearby Bauthali Chwok., Matatirtha, Kathmandu"
Kathmandu,2700000,0,0,N/A,N/A,0-5-0-0 Aana,12 Feet ,"Nearby Suncity Apartment, Kadaghari, Kathmandu"
Kathmandu,35000000,7,3,2.5,2076,0-3-2-2 Aana,12 Feet ,"Nearby Valley Top Driving Center, Sankhamul, Kathmandu"
Kathmandu,3600000,0,0,N/A,N/A,0-9-0-0 Aana,16 Feet ,"Maitrinagar, Kalanki, Kathmandu"
Kathmandu,25000000,6,4,4,2000,2.5 Aana,20 Feet ,"Chabahil, Charumati bihar, Chabahil, Kathmandu"
Kathmandu,15500000,0,0,2,2015,0-3-2-0 Aana,13 Feet ,"Gothatar, Gothatar, Kathmandu"
Kathmandu,9500000,0,0,N/A,N/A,0-13-0-0 Aana,40 Feet ,"13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track., Chabahil, Kathmandu"
Kathmandu,75000000,0,0,5,N/A,0-9-0-0 Aana,12 Feet ,"Putalisadak Behind Star Mall, 100 Meters From Main Road, Putalisadak, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,0-13-0-0 Aana,25 Feet ,"Chabahil, Dhobikhola Corridor, Chabahil, Kathmandu"
Kathmandu,7500000,0,0,N/A,N/A,0-40-0-0 Aana,15 Feet ,"West Of Nardevi Temple At Nardevi, Basantapur, New Road., Basantapur, Kathmandu"
Kathmandu,75000000,0,0,3,N/A,0-10-0-0 Aana,16 Feet ,"Chabahil Beside Pashupati Campus, 100 Meter From Ring Road, Chabahil, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,0-8-0-0 Aana,16 Feet ,"Sifal, Chabahil, Chabahil, Kathmandu"
Kathmandu,3700000,0,0,N/A,N/A,0-9-0-0 Aana,16 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,39500000,0,0,4,N/A,0-6-0-0 Aana,18 Feet ,"Ratopul, Ratopul, Kathmandu"
Pokhara,70000,0,2,N/A,N/A,1600 Sq. Feet,0 Feet,"74, Mahendrapul, Pokhara"
Kathmandu,18000,1,1,1,N/A,375 Sq. Feet,20 Feet,"Main road, Balaju, Kathmandu"
Kathmandu,5000000,0,0,N/A,N/A,0-10-0-0 Aana,16 Feet ,"Basbari Behind Shambhala Hotel, Basbari, Kathmandu"
Kathmandu,37000000,5,6,3,2076,4 Aana,20 Feet ,"Na, Golfutar, Kathmandu"
Pokhara,40000,0,0,3,N/A,800 Sq. Feet,0 Feet,"74, Mahendrapul, Pokhara"
Lalitpur,25600000,0,0,4,2013,0-4-0-0 Aana,10 Feet ,"dhapakhel height, Dhapakhel, Lalitpur"
Lalitpur,78000,4,4,N/A,N/A,5 Aana,0 Feet,"jawalakhel, Jawalakhel, Lalitpur"
Chitwan,1600000,0,0,N/A,N/A,14 Kattha,30 Feet ,"Sundi- Khaireni Nagarpalika, Parsa, Chitwan"
Kathmandu,36500000,5,4,2,2020,0-5-5-0 Aana,20 Feet ,"Road Show Housing, Budhanilkantha., Budhanilkantha, Kathmandu"
Kathmandu,102500000,5,0,2,N/A,1-3-0-0 Aana,20 Feet ,"Golfutar Height, 80 Meter From Highway, Golfutar, Kathmandu"
Biratnagar,899999,0,0,N/A,N/A,30 Dhur,0 Feet ,"Pratap Marg, Pokharia, Biratnagar"
Kathmandu,22500000,5,3,3,2020,0-3-1-0 Aana,14 Feet ,"Sano Bharyang, Sanobharyang, Kathmandu"
Kathmandu,23500000,5,3,3,2020,0-3-0-0 Aana,15 Feet ,"Sano Bharyang Near Ring Road, Sano Bharyang, Kathmandu"
Kathmandu,22500000,4,3,3,2076,0-3-0-3 Aana,15 Feet ,"Pasikot, Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,32500000,5,4,3,2020,0-4-0-0 Aana,15 Feet ,"Rudreshwor Budhanilkanta 200 Mtr From Highway, Budhanilkantha, Kathmandu"
Kathmandu,42500000,5,0,3,N/A,0-12-0-0 Aana,15 Feet ,"Chapali, Budhanilkantha, Chapali, Kathmandu"
Kathmandu,11000000,10,3,2,2072,4 Aana,3 Feet,"madevsthan, Thankot, Kathmandu"
Kathmandu,42500000,5,3,2,N/A,0-5-0-0 Aana,12 Feet ,"Sukedhara Near Chauki, Sukedhara, Kathmandu"
Kathmandu,35000000,5,4,2,2020,0-6-0-0 Aana,18 Feet ,"Ganesh Chowk, Budhanilkantha, Kathmandu"
Kathmandu,2200000,0,0,N/A,N/A,0-5-0-0 Aana,20 Feet ,"Tokha, Tokha, Kathmandu"
Kathmandu,2400000,0,0,N/A,N/A,0-5-0-0 Aana,16 Feet ,"Chapali, Chapali, Kathmandu"
Kathmandu,2400000,0,0,N/A,N/A,5 Aana,12 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,6000000,0,0,0,N/A,0-3-0 Sq. Feet,13 Feet ,"chabahil, maijubahal, maijumilan tole, Anamnagar, Kathmandu"
Kathmandu,2700000,0,0,N/A,N/A,13 Aana,13 Feet ,"NA, Golfutar, Kathmandu"
Kathmandu,2300000,0,0,N/A,N/A,6 Aana,20 Feet ,"NA, Tokha, Kathmandu"
Kathmandu,37000000,5,5,3,2076,4 Aana,20 Feet ,"Na, Golfutar, Kathmandu"
Kathmandu,45000000,6,6,3,2076,6 Aana,20 Feet ,"Na, Sukedhara, Kathmandu"
Parsa,550000,0,0,N/A,N/A,4.5 Dhur,6 Feet,"Shreepur-11 Birgunj Nepal, Birgunj, Parsa"
Lalitpur,39000000,2,1,1,N/A,11 Aana,0 Feet,"Enar Chowk, Baghdol, Lalitpur"
Kathmandu,17000000,5,3,3,N/A,3.75 Aana,12 Feet ,"Kathmandu, Manmaiju, Manamaiju, Kathmandu"
Kathmandu,100000,5,4,N/A,N/A,11 Aana,0 Feet,"maharajgunj, Maharajgunj, Kathmandu"
Lalitpur,75000,3,3,N/A,N/A,5.5 Aana,0 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,16500000,6,3,2.5,2076,0-3-0-0 Aana,10 Feet ,"Nagarjun School, Goldhunga, Kathmandu"
Kathmandu,20500000,4,4,2.5,2076,0-3-3-0 Aana,13 Feet ,"Ramkot, Sitapaila, Kathmandu"
Lalitpur,25000000,7,6,3,2020,4.75 Aana,13 Feet ,"Bojopokhari, Imadol, Lalitpur"
Bhaktapur,12500000,0,0,2,N/A,3 Aana,16 Feet,"kausaltar, Gatthaghar, Bhaktapur"
Lalitpur,21000000,4,5,1,2019,4 Aana,20 Feet ,"Imadol, Imadol, Lalitpur"
Kathmandu,60000,0,4,3,2015,900 Sq. Feet,30 Meter ,"koteshwor, Koteshwor, Kathmandu"
Bhaktapur,3500000,0,0,N/A,N/A,0-12-2-0 Aana,500 Meter,"Duwakot, Changunarayan, Bhaktapur"
Bhaktapur,600000,0,0,N/A,N/A,16-4-0-0 Aana,300 Feet,"Siphadol, Suryabinayak, Bhaktapur"
Lalitpur,420000,0,0,N/A,N/A,52-10-3-2 Aana,500 Feet,"Champi, Dukuchhap, Godawari, Lalitpur"
Lalitpur,2000000,0,0,N/A,N/A,3-10-1-0 Ropani,500 Meter,"Taukhel, Godawari, Lalitpur"
Lalitpur,50000,2,1,N/A,N/A,1-6-0-0 Aana,10 Feet,"House rent in Bagdol, Baghdol, Lalitpur"
Kathmandu,175000,0,0,2,N/A,1-0-0-0 Ropani,14 Feet,"gairidhara, Lazimpat, Kathmandu"
Kathmandu,160000,6,5,3,N/A,1-0-0-0 Ropani,20 Feet,"Mhepi, Mhepi, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,0-4-0-0 Aana,12 Feet ,"Budhanilkantha Mandir, Budhanilkantha, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,2-1-2-0 Aana,300 Meter,"Mayalbari, Teku, Kathmandu"
Kathmandu,18000000,6,3,3,2070,0-4-3 Sq. Feet,13 Feet ,"akase dhara, Kapan, Kathmandu"
Lalitpur,35200000,4,4,N/A,2020,0-5-2-0 Aana,20 Feet ,"Sainbu, Bhaisepati, Lalitpur"
Kathmandu,35000,3,2,3,N/A,10 Aana,0 Feet,"Kimdol, Swayambhu, Kathmandu"
Lalitpur,37100000,4,4,N/A,2020,0-6-0-0 Aana,20 Feet ,"Sainbu, Bhaisepati, Lalitpur"
Kathmandu,55000000,4,5,3,N/A,0-5-0-0 Aana,14 Feet ,"Gairidhara, Gairidhara, Kathmandu"
Lalitpur,34500000,4,4,N/A,2020,0-5-1-0 Aana,20 Feet ,"Sainbu, Bhaisepati, Lalitpur"
Kathmandu,1650000,0,0,N/A,N/A,22 Aana,28 Feet,"Gokarna, Gokarneshwor, Kathmandu"
Kathmandu,45000000,5,6,3,2075,6 Aana,13 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,22500000,6,5,3,2076,3.1 Aana,14 Feet ,"Na, Sanobharyang, Kathmandu"
Lalitpur,30000,3,2,4,2018,8 Aana,10 Feet ,"27.6564024, Imadol, Lalitpur"
Makwanpur,700000,4,2,1,N/A,22 Dhur,4 Meter ,"pragati path hetauda-5, Hetauda, Makwanpur"
Lalitpur,35000,2,2,0,2074,6 Sq. Feet,10 Feet ,"jhamsikhel(near British school), Jhamsikhel, Lalitpur"
Lalitpur,35000,2,2,0,2074,6 Sq. Feet,10 Feet ,"jhamsikhel(near British school), Jhamsikhel, Lalitpur"
Lalitpur,700000,0,0,N/A,N/A,0-4-1-2 Aana,0 Feet ,"lele, Lele, Lalitpur"
Kathmandu,23500000,6,5,3,2076,3 Aana,13 Feet ,"na, Swayambhu, Kathmandu"
Kathmandu,102500000,6,6,3,2076,19 Aana,13 Feet ,"NA, Golfutar, Kathmandu"
Lalitpur,28200000,4,4,2,2020,0-4-1-0 Aana,40 Feet ,"Sainbu, Bhaisepati, Lalitpur"
Kathmandu,40000,0,1,7,2002,620 Sq. Feet,14 Feet ,"Newroad , Tebahal, Newroad, Kathmandu"
Kathmandu,13000000,2,1,1,2014,3-2 Aana,10 Feet ,"Birendrachowk , kadaghari, Kadaghari, Kathmandu"
Kathmandu,32500000,5,5,3,2076,4 Aana,13 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,26000000,11,9,3,2074,0-5-0-0 Aana,13 Feet ,"Nearby APF Hospital, Satungal, Kathmandu"
Kathmandu,24000000,7,8,4,2065,5 Aana,13 Feet ,"Na, Chapali, Kathmandu"
Lalitpur,17700000,3,4,2.5,N/A,0-2-2-0 Aana,12 Feet ,"Nearby Sumeru Hospital, Dhapakhel, Lalitpur"
Kathmandu,2200000,1,1,1,2016,12.5 Aana,10 Feet ,"Lolang Height, Hariyali Samaaj, Balaju, Kathmandu"
Kathmandu,16800000,5,5,3,2074,3 Aana,14 Feet ,"Man, Pasikot, Kathmandu"
Kathmandu,34000000,6,6,3,2076,5.5 Aana,30 Feet ,"NA, Budhanilkantha, Kathmandu"
Kathmandu,22500000,5,5,3,2076,3.0.2 Aana,14 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,200000,5,4,3,2014,0-14-2 Aana,14 Feet ,"Bhudha colony, Budhanilkantha, Kathmandu"
Kathmandu,25000,3,1,1,N/A,550 Sq. Feet,20 Feet,"Main road, Balaju, Kathmandu"
Kathmandu,17000,2,1,4,2007,21 Aana,14 Feet ,"Dhunge Dhara, Banasthali, Dhungedhara, Kathmandu"
Kathmandu,42500000,5,6,3,2071,12 Aana,14 Feet ,"Na, Chapali, Kathmandu"
Kathmandu,790000,6,7,3,2065,80 Aana,24 Feet ,"Na, Maharajgunj, Kathmandu"
Kathmandu,41000000,7,3,2.5,2066,0-5-0-0 Aana,10 Feet ,"Chandol, Baluwatar, Kathmandu"
Kathmandu,1300000,0,0,N/A,N/A,7.2 Aana,0 Feet,"Chunikhel, alubari, Kapan, Kathmandu"
Kathmandu,15000000,3,3,N/A,N/A,8.2 Aana,4 Feet,"Matatirtha near bus stop, Matatirtha, Kathmandu"
Lalitpur,37500000,8,6,4,2007,0-7-1-0 Aana,12 Feet ,"Bhaisepati,sainbu,pragatinagar, Bhaisepati, Lalitpur"
Kathmandu,16000000,5,3,2.5,2076,0-3-0-0 Aana,13 Feet ,"Bishnu Devi Village Colony, Tinthana, Kathmandu"
Lalitpur,55000,2,1,N/A,N/A,5 Aana,0 Feet,"jawalakhel, Jawalakhel, Lalitpur"
Lalitpur,75000,4,3,N/A,N/A,2 Ropani,0 Feet,"manbhawan, Jawalakhel, Lalitpur"
Kathmandu,500000,22,4,N/A,N/A,10 Aana,0 Feet,"naxal, Naxal, Kathmandu"
Makwanpur,500000,0,0,N/A,N/A,10 Dhur,6 Meter ,"Sunwood Colony Hetauda, Hetauda, Makwanpur"
Kathmandu,15000000,4,4,3,2014,3.2 Aana,0 Feet,"Kapan, Kapan, Kathmandu"
Lalitpur,21500000,6,4,2.5,2076,0-4-0-0 Aana,20 Feet ,"Imadol, Tikathali, Lalitpur"
Butwal,450000,0,0,N/A,N/A,20*24 Haat,0 Feet,"Madan path, Butwal, Butwal"
Kathmandu,23500000,0,0,3,2050,3 Aana,0 Feet ,"Beshigaun, Jorpati, Jorpati, Kathmandu"
Kathmandu,60000000,5,5,2.5,N/A,0-6-0-0 Aana,13 Feet ,"opposite of Nepal Rastra Bank, Baluwatar, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,0-6-3-0 Aana,13 Feet ,"Dibya party palace, Gaurighat, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,0-9-0-0 Aana,13 Feet ,"Nearby Dibya Complex, Gaurighat, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,0-5-1-3 Aana,20 Feet ,"nearby Bagmati Road, Gaurighat, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,0-9-0-0 Aana,13 Feet ,"Nearby Dibya Complex, Gaurighat, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,0-3-2-1 Aana,26 Feet ,"Bagmati road, Gaurighat, Kathmandu"
Kathmandu,8000000,0,0,N/A,N/A,1-0-0-0 Ropani,11 Meter ,"Nearby Hilary School., Gaurighat, Kathmandu"
Lalitpur,2300000,1,0,N/A,N/A,650 Sq. Feet,20 Meter ,"Kumaripati, Kumaripati, Lalitpur"
Kathmandu,4200000,0,0,N/A,N/A,0-26-0-0 Aana,20 Feet ,"Nearby Guheshwori Planning, Gaurighat, Kathmandu"
Itahari,130000,0,0,N/A,N/A,12.5 Dhur,20 Feet ,"Tarahara bhuwanipur, Birtamod Road, Itahari"
Kathmandu,750000,0,0,N/A,N/A,4 Aana,0 Feet,"townplanning, Samakhusi, Kathmandu"
Lalitpur,30000000,4,4,N/A,N/A,3 Aana,0 Feet,"bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,81000000,6,6,3,2072,21 Aana,15 Feet ,"Na, Pasikot, Kathmandu"
Kathmandu,55000000,5,5,2,2069,12 Aana,22 Feet ,"Na, Pasikot, Kathmandu"
Kathmandu,13000000,6,2,3,2001,0-3-0-0 Aana,23 Feet ,"Thankot, Thankot, Kathmandu"
Lalitpur,273258,4,0,4,2010,23 Aana,10 Feet ,"KUPONDOLE HEIGHTS ROAD, Kupondole, Lalitpur"
Kathmandu,30000000,4,3,N/A,N/A,3 Aana,0 Feet,"Bafal, Bafal, Kathmandu"
Kathmandu,225000,0,3,2,2020,7 Aana,16 Feet ,"Red Cross Marg, Soltimode, Soltimode, Kathmandu"
Bhaktapur,375000,0,0,N/A,N/A,3.9 Ropani,0 Feet,"Radhe radhe, Radhe Radhe, Bhaktapur"
Kathmandu,17500000,5,4,3,N/A,3.25 Aana,15 Feet,"Sitapaila, Nagarjun, Kathmandu"
Kathmandu,1450000,0,0,N/A,N/A,4.5 Aana,13 Feet,"checkpost, Chandragiri, Kathmandu"
Kathmandu,65000000,6,5,2,N/A,0-12-0-0 Aana,12 Feet ,"Nearby Bhatbhateni, Naxal, Kathmandu"
Kathmandu,9500000,3,1,N/A,2076,3 Aana,13 Feet ,"matatirtha, Chandragiri, Kathmandu"
Kathmandu,9000000,6,3,3,2064,0-6-1-2 Aana,10 Feet ,"Nearby Norvic Hospital, Thapathali, Kathmandu"
Kathmandu,2900000,0,0,N/A,N/A,14 Aana,20 Feet ,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,80000000,16,10,4,2010,0-9-0-0 Aana,8 Feet ,"104, Panchashil Galli,, Gairigaun, Kathmandu"
Lalitpur,20000000,3,3,N/A,N/A,3 Aana,0 Feet,"imadole, Imadol, Lalitpur"
Dharan,1600000,0,0,N/A,N/A,7 Kattha,0 Meter ,"Dharan 20, Dharan, Dharan"
Bhaktapur,1500000,0,0,N/A,N/A,1.5 Ropani,20 Feet ,"Bageshwori, Kharipati, Bhaktapur"
Pokhara,11000,0,0,3,2073,0-7-0-0 Ropani,12 Feet ,"Pokhara 8, Pratibha marga, Shrijana Chowk, Pokhara"
Kathmandu,4100000,0,0,N/A,N/A,16 Aana,18 Feet ,"Balkumari-8, Koteshwor, Kathmandu"
Kathmandu,31000000,7,3,3,2014,0-4-0-0 Aana,10 Feet ,"Gandakbasti, Bafal, Kathmandu"
Kathmandu,495000,0,0,N/A,N/A,1100 Sq. Feet,0 Feet,"naya baneshwor, Baneshwor, Kathmandu"
Butwal,900000,0,2,2,2014,16 Dhur,50 Feet ,"Bu. Na. Pa. 11, rupandehi, Butwal, Butwal"
Kathmandu,200000,5,4,N/A,N/A,12 Aana,0 Feet,"budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,15000,2,1,N/A,2017,1200 Sq. Feet,12 Feet ,"Raniban, Sungava Tole Gate 5, Nagarjun, Kathmandu"
Kathmandu,20000,0,1,1,2006,1-4-2-0 Aana,14 Feet ,"buddhanagar, Buddhanagar, Kathmandu"
Lalitpur,17500000,3,3,N/A,2016,0-0-3 Aana,13 Feet ,"Imadol, Gwarko, Lalitpur"
Lalitpur,19500000,5,3,3,N/A,0-3-0-0 Aana,20 Feet,"Imadol, Imadol, Lalitpur"
Bhaktapur,60000,5,0,0,N/A,500 Sq. Feet,20 Feet ,"Near Nagrik Hospital Gatthaghar, Gatthaghar, Bhaktapur"
Bhaktapur,11000,0,0,0,N/A,200 Sq. Feet,20 Feet ,"Gatthaghar Nagrik Hospital, Gatthaghar, Bhaktapur"
Kathmandu,60000,3,4,2,2019,7 Aana,0 Feet,"chobhar, Chovar, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,0-64-0-0 Aana,20 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,65000000,5,4,2,2076,0-8-0-0 Aana,20 Feet ,"Dhapasi, Kunwar Colony, Budhanilkantha, Kathmandu"
Kathmandu,150000000,6,6,2,N/A,0-20-0-0 Aana,18 Feet ,"6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,0-10-0-0 Aana,16 Feet ,"Budhanilkantha In Great Residential Community, Budhanilkantha, Kathmandu"
Kathmandu,250000000,5,7,2,N/A,0-96-0-0 Aana,18 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,0-8-0-0 Aana,15 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,37000000,6,6,3,2075,0-6-0-0 Aana,16 Feet ,"Pasikot, 400 Meters From Main Highway, Budhanilkantha, Kathmandu"
Kathmandu,19000000,4,3,2,2076,0-3-0-0 Aana,15 Feet ,"Sundarbasti, Bhangal, Budhanilkantha, Kathmandu"
Kathmandu,105000000,6,5,3,N/A,0-12-0-0 Aana,16 Feet ,"Opposite Rastra Bank At Baluwatar, Beside Subisu Office, BLOCK 1, Baluwatar, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,0-10-0-0 Aana,25 Feet ,"Land For Sale Beside Sher Bahadur Deuba House, Budhanilkantha., Budhanilkantha, Kathmandu"
Kathmandu,3400000,0,0,N/A,N/A,0-6-0-0 Aana,16 Feet ,"Deuba Chowk, 150 Mtr From Highway, Budhanilkantha, Kathmandu"
Lalitpur,280000,5,5,N/A,2019,0-11-0 Aana,0 Feet,"bakhundole sanepa, Bakhundol, Lalitpur"
Kathmandu,65000000,5,6,3,2076,8 Aana,22 Feet ,"Na, Dhapasi, Kathmandu"
Lalitpur,25000,2,2,1,N/A,1000 Sq. Feet,0 Feet,"Smritinagar, Kusunti, Lalitpur"
Lalitpur,19500000,5,3,2.5,2076,0-3-1-0 Aana,20 Feet ,"Bhandhari marga., Imadol, Lalitpur"
Kathmandu,1800000,43,20,N/A,N/A,2 Ropani,0 Feet,"thamel, Thamel, Kathmandu"
Kathmandu,24000000,8,5,3,2019,0-4-0-0 Aana,14 Feet ,"Nagarjun, Aadeswor, Sitapaila, Kathmandu"
Pokhara,800000,31,31,N/A,N/A,2r Aana,0 Feet,"lakeside, Lakeside, Pokhara"
Chitwan,13000,2,2,3,2019,10 Dhur,19 Meter ,"Bharatpur11,vhojad, Bharatpur, Chitwan"
Kathmandu,200000,4,4,N/A,N/A,5 Aana,0 Feet,"rudhreswor, Budhanilkantha, Kathmandu"
Kathmandu,95000,4,2,2,2019,6.5 Aana,12 Feet ,"Sundarbasti Bhangal, Bhangal, Kathmandu"
Bhaktapur,600000,0,0,N/A,N/A,5 Ropani,0 Feet,"thimi, Bhaktapur, Bhaktapur"
Chitwan,2000000,0,0,N/A,N/A,17.5 Kattha,20 Feet ,"Bharatpur 19, Bharatpur, Chitwan"
Bhaktapur,35000000,3,4,N/A,2072,0-4-3-0 Aana,30 Feet ,"Rose Village Balkot, Madhyapur Thimi, Bhaktapur"
Kathmandu,250000,17,19,N/A,N/A,6 Aana,0 Feet,"naya bazar, Khusibu, Kathmandu"
Lalitpur,60000,4,3,N/A,N/A,3 Aana,0 Feet,"khumaltar, Dhapakhel, Lalitpur"
Lalitpur,20000000,5,2,4,2076,0-4-0-0 Sq. Feet,15 Feet ,"changathali, Tikathali, Lalitpur"
Lalitpur,23500000,6,4,3,2072,0-4-0-0 Aana,13 Feet ,"Ochu Height, Imadol, Lalitpur"
Kathmandu,24000000,4,4,2,2010,0-3-3-3 Aana,18 Feet ,"104 Continental Homes, Narayantar, Jorpati-6, Jorpati, Kathmandu"
Pokhara,700000,0,0,N/A,N/A,22*40 Haat,18 Feet ,"Habeli Marg, Chinnedanda, Pokhara, Kaski, Pokhara, Pokhara"
Lalitpur,80000,4,3,N/A,N/A,1833 Sq. Feet,0 Feet,"Status Enclave Apartments, Sanepa, Sanepa, Lalitpur"
Kathmandu,16000,2,1,3,2009,6 Aana,7 Feet ,"Chandagiri, Thankot, Kathmandu"
Lalitpur,40000000,4,4,3,2006,0-9-1-2 Aana,150 Meter ,"Mahalaxmi, Tikathali, Lalitpur"
Lalitpur,18000,1,1,N/A,2002,17 Aana,20 Feet ,"NB Colony , Thaiba, Thaiba, Lalitpur"
Kathmandu,3000000,0,0,N/A,N/A,12.02 Aana,21 Feet,"Budhanilkantha Municipality-11, Paiyutar, Kapan, Kathmandu"
Lalitpur,25000,2,2,N/A,N/A,14 Aana,0 Feet,"karyabinayak party place, Bhaisepati, Lalitpur"
Bhaktapur,39999999,4,3,3,2071,0-5-0-2 Aana,28 Feet ,"Rose Village, Balkot, Bhaktapur"
Kathmandu,2000000,0,0,N/A,N/A,0-10-0-0/317.90 Aana,14 Feet ,"Gokarna, Ward No:02, Gokarneshwor, Kathmandu"
Lalitpur,60000,2,2,N/A,N/A,5 Aana,0 Feet,"vinayak colony, Bhaisepati, Lalitpur"
Kathmandu,65000,3,3,N/A,N/A,6 Aana,0 Feet,"sitapaila, Sitapaila, Kathmandu"
Kathmandu,43500000,7,3,3,N/A,0-7-3-0 Aana,13 Feet ,"New Baneshwor, Shantinagar, Kathmandu"
Lalitpur,10000,1,1,N/A,N/A,3 Aana,0 Feet,"dhobighat, Dhobighat, Lalitpur"
Lalitpur,25000,4,2,N/A,N/A,3 Aana,0 Feet,"sanepa, Sanepa, Lalitpur"
Lalitpur,20000,1,1,N/A,N/A,3 Aana,0 Feet,"dhobighat, Dhobighat, Lalitpur"
Lalitpur,100000,4,4,N/A,N/A,4 Aana,0 Feet,"bhaisepati, Karyabinayak, Lalitpur"
Lalitpur,270000,5,4,2,2045,2 Ropani,13 Feet ,"bakhundol, Bakhundol, Lalitpur"
Jhapa,430000,0,0,0,N/A,4920 Sq. Feet,32 Feet ,"krishnamandir, Damak, Jhapa"
Dharan,2000000,0,0,N/A,N/A,18 Dhur,12 Feet ,"DHARAN PATNALI, Dharan, Dharan"
Bhaktapur,1100000,0,0,N/A,N/A,7-0-0-0 Ropani,0 Feet,"sirutar, Balkot, Bhaktapur"
Kathmandu,3500000,0,0,N/A,N/A,10 Aana,15 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,20000,2,1,3,2012,6 Aana,10 Feet ,"Kanti Marg, Basundhara, Basundhara, Kathmandu"
Lalitpur,2700000,0,0,N/A,N/A,8 Aana,14 Feet ,"Sitapakha, Imadol, Lalitpur"
Lalitpur,150000,4,4,N/A,N/A,4.5 Aana,0 Feet,"bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,450,0,0,N/A,N/A,2200 Sq. Feet,0 Feet,"naya baneshwor, Baneshwor, Kathmandu"
Lalitpur,60000,2,2,N/A,N/A,5 Aana,0 Feet,"sunakothi, Civil Homes, Lalitpur"
Kathmandu,22500000,4,3,2,2076,0-2.5-0-0 Aana,16 Feet ,"Basundhara Chowk, Inside Ring Road, Basundhara, Kathmandu"
Kathmandu,45000000,0,4,3,N/A,0-6-0-0 Aana,20 Feet ,"Golfutar Chowk, 30 Meter From Highway, Golfutar, Kathmandu"
Kathmandu,85000000,5,6,3,2069,13 Aana,20 Feet ,"Na, Samakhusi, Kathmandu"
Kathmandu,160000000,6,6,3,2076,21 Aana,20 Feet ,"Na, Budhanilkantha, Kathmandu"
Kathmandu,7500000,0,0,N/A,N/A,2-0-0-0 Aana,15 Feet ,"Na, Baluwatar, Kathmandu"
Kathmandu,61000000,12,8,4,2069,11 Aana,13 Feet ,"Na, Samakhusi, Kathmandu"
Kathmandu,45000000,6,6,3,2075,6 Aana,15 Feet ,"Na, Golfutar, Kathmandu"
