location,Price,bedrooms,bathroom,floor,year_of_construction,size,ft_road,Address
Pokhara,2000000025,9,10,3,2074,0-4-0-0 Aana,20 Feet ,"Begnas lake, Lekhnath, Pokhara"
Kathmandu,4500000,0,0,N/A,N/A,0-9-2-1 Aana,16 Feet,"Balaju Bypass, Balaju, Kathmandu"
Kathmandu,39000000,9,4,5,N/A,3 Aana,11 Meter,"Besigaun, Jorpati, Kathmandu"
Bhaktapur,1.40E+14,0,0,N/A,2076,0-4-0-0 Aana,13 Feet ,"Bhaktapur, Bhaktapur, Bhaktapur"
Chitwan,1300000,0,0,N/A,N/A,4 Kattha,10 Feet ,"Krishi Chowk, Bharatpur, Chitwan"
Kathmandu,950000,0,0,N/A,N/A,1-0-0-3 Ropani,32 Feet ,"Suntakhan, Gokarneshwor, Kathmandu"
Kathmandu,1650000,0,0,N/A,N/A,5.2 Aana,20 Feet ,"Nearby, Nayapati Gumba, Gokarneshwor, Kathmandu"
Lalitpur,20500000,0,0,3,N/A,4 Aana,10 Feet ,"Milan Chowk, Nakhipot, Lalitpur"
Kathmandu,2100000,0,0,N/A,N/A,4.2 Aana,13 Feet ,"Chamunda Mandir, Jorpati, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,4 Aana,13 Feet ,"Aarubot, Jorpati, Kathmandu"
Kathmandu,27500000,10,3,3,2076,0-4-1-0 Aana,13 Feet ,"Jyotinagar, Budhanilkantha, Kathmandu"
Kathmandu,1650000,0,0,N/A,N/A,4 Aana,13 Feet ,"Near by Shanti Batika., Thali, Kathmandu"
Kathmandu,22835000,4,3,N/A,N/A,0-3-1-2 Sq. Feet,20 Feet,"Brihat Cluster, Balkhu, Kathmandu"
Kathmandu,16500000,9,3,3,N/A,3 Aana,10 Feet ,"Narayantar, Jorpati, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,4 Aana,13 Feet ,"Nearby, Panchkanyaa School, Budhanilkantha, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,4 Aana,12 Feet ,"Nearby, Manakamana Mandir, Tokha, Kathmandu"
Lalitpur,600000,0,0,N/A,N/A,37 Aana,15 Feet ,"Lele, Lele, Lalitpur"
Kathmandu,32000000,5,4,3,2076,0-5-1-0 Aana,13 Feet ,"Jyotinagar, Budhanilkantha, Budhanilkantha, Kathmandu"
Pokhara,2500000,0,0,N/A,N/A,5 Ropani,0 Feet,"Hudikot, Pokhara, Kamalpokhari, Pokhara"
Pokhara,650000,0,0,N/A,N/A,2 Ropani,0 Feet,"chauthe. Pokhara, Chauthe, Pokhara"
Pokhara,12000000,0,0,N/A,N/A,20 Aana,20 Feet ,"Chauthe, Pokhara, Chauthe, Pokhara"
Kaski,1500000015,0,0,N/A,N/A,22 Aana,20 Feet ,"Pokhara, Dhampus, Kaski"
Lalitpur,42000000,6,5,4,2068,11 Aana,0 Feet ,"Dhapakhel Height, Dhapakhel, Lalitpur"
Lalitpur,50000,3,2,2,2015,4.5 Aana,25 Feet ,"Kupandole, Kupondole, Lalitpur"
Kathmandu,66000000,0,0,3,N/A,8.3 Aana,40 Feet ,"Chapali, Budhanilkantha, Kathmandu"
Lalitpur,1850000,0,0,N/A,N/A,4 Aana,20 Feet ,"Thaiba, Thaiba, Lalitpur"
Makwanpur,600000,0,0,N/A,N/A,10 Dhur,3.5 Meter,"Piple Marg, Hetauda, Makwanpur"
Kathmandu,1200000,0,0,N/A,N/A,4 Aana,20 Feet,"Matatirtha, Chandragiri, Kathmandu"
Kathmandu,17000000,4,3,3,N/A,3.1 Aana,13 Feet ,"Dhapasi, Dhapasi, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,17.5 Aana,20 Feet,"Deuba Chowk, Budhanilkantha, Kathmandu"
Kathmandu,13000000,3,3,2,N/A,3.2 Aana,13 Feet ,"Narayanthan, Budhanilkantha, Kathmandu"
Bhaktapur,1500000,0,0,N/A,N/A,5.5 Aana,20 Feet ,"Nagarkot, Nagarkot, Bhaktapur"
Kathmandu,700000,10,10,N/A,N/A,14 Ropani,8 Meter,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,225000,4,4,4,N/A,2 Ropani,13 Feet,"Mandikatar, Mandikatar, Kathmandu"
Bhaktapur,1100000,0,0,N/A,N/A,600 Sq. Feet,15 Feet ,"Nearby Kathmandu School of Law, Madhyapur Thimi, Bhaktapur"
Bhaktapur,19500000,10,0,4,N/A,3.5 Aana,20 Feet ,"Kausaltar, Kausaltar, Bhaktapur"
Kathmandu,2900000,0,0,N/A,N/A,3.5 Aana,10 Feet ,"Nearby, Vens School, Jorpati, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,0-9-2-1 Aana,16 Feet ,"Bypass, Balaju, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,34 Aana,15 Feet ,"Nearby, Hanuman Chowk, Gokarneshwor, Kathmandu"
Bhaktapur,1000000,0,0,N/A,N/A,15 Aana,12 Feet ,"Chamasing, Bhaktapur, Bhaktapur"
Kathmandu,1100000,0,0,N/A,N/A,14 Aana,8 Feet ,"Srijana chowk, Chandragiri, Kathmandu"
Kathmandu,55000000,2,3,N/A,N/A,3400 Sq. Feet,0 Feet,"Kamalpokhari, Kamalpokhari, Kathmandu"
Lalitpur,2250000,0,0,N/A,N/A,4 Aana,13 Feet ,"Changathali, Mahalaxmi Nagarpalika, Lalitpur"
Kathmandu,22500000,3,4,N/A,N/A,1780 Sq. Feet,20 Feet,"Prestige Apartment, Chandol, Kathmandu"
Kathmandu,30000000,3,3,N/A,N/A,1380 Sq. Feet,11 Meter,"Nearby Japanese Embassy, Panipokhari, Kathmandu"
Kathmandu,20000000,3,3,N/A,N/A,1500 Sq. Feet,0 Feet,"Bijeshwori, Swayambhu, Kathmandu"
Kathmandu,6500000,0,0,N/A,N/A,5 Aana,20 Feet ,"Nearby KENNT collage of Technology, Minbhawan, Kathmandu"
Kathmandu,6700000,0,0,N/A,N/A,12 Aana,12 Feet,"Naya Bazar, Naya Bazar, Kathmandu"
Kathmandu,1000000,0,0,N/A,N/A,5.5 Ropani,20 Feet,"Gokarna, Gokarneshwor, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,12 Aana,13 Feet,"Pasikot, Pasikot, Kathmandu"
Lalitpur,2600000,0,0,N/A,N/A,12 Aana,26 Feet,"Nearby Sobahiti, Mahalaxmisthan, Lalitpur"
Lalitpur,250000,0,0,N/A,N/A,9 Ropani,20 Feet,"Lele, Lele, Lalitpur"
Lalitpur,2600000,0,0,N/A,N/A,5 Aana,13 Feet ,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,400000,0,0,N/A,N/A,2 Ropani,13 Feet,"Chalnakhel, Chovar, Kathmandu"
Lalitpur,600000,0,0,N/A,N/A,4 Ropani,20 Feet,"Chapagaun, Godawari, Lalitpur"
Kathmandu,65000000,5,6,N/A,N/A,12 Aana,13 Feet,"Maligaon, Maligaon, Kathmandu"
Kathmandu,28000000,6,4,N/A,N/A,6.5 Aana,13 Feet,"Makalbari, Makalbari, Kathmandu"
Kathmandu,500000,0,0,N/A,N/A,300 Sq. Feet,13 Feet ,"Nearby AC Complex, Chabahil, Kathmandu"
Kathmandu,23000000,4,3,3,N/A,0-5-2-2 Aana,20 Feet,"Padma Colony, Sitapaila, Kathmandu"
Lalitpur,35000000,5,4,3,N/A,3 Aana,20 Feet,"Jhamsikhel, Jhamsikhel, Lalitpur"
Lalitpur,70000000,5,5,3,N/A,10 Aana,13 Feet,"27.6845464, Bhaisepati, Lalitpur"
Kathmandu,23500000,3,3,2,N/A,4+ Aana,20 Feet,"Grande Villa, Dhapasi, Kathmandu"
Kathmandu,80000000,6,7,N/A,N/A,14.75 Aana,13 Feet,"CG Hills Housing, Hattigauda, Budhanilkantha, Kathmandu"
Lalitpur,22500000,7,4,3,N/A,3.3 Aana,13 Feet,"Behind Swimming Pool, Imadol, Lalitpur"
Lalitpur,60000000,5,5,3,N/A,10 Aana,20 Feet,"Khumaltar, Khumaltar, Lalitpur"
Pokhara,170000000,5,8,N/A,N/A,2 Ropani,8 Meter,"Near Deep Housing Pokhara, Pokhara, Pokhara"
Kathmandu,2500000,0,0,N/A,N/A,200 Sq. Feet,0 Feet,"Mandala street, Thamel, Kathmandu"
Kathmandu,22700000,5,2,3,N/A,3.5 Aana,12 Feet ,"Thulobharyang, Thulo Bharyang, Kathmandu"
Kathmandu,19800000,9,0,3,N/A,3.5 Aana,12 Feet ,"Basundhara, Basundhara, Kathmandu"
Kathmandu,33500000,7,3,3,N/A,6 Aana,14 Feet ,"Raniban, Raniban, Kathmandu"
Kathmandu,850000,0,0,N/A,N/A,200 Sq. Feet,0 Feet,"Aakashedhara, Kapan, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,300 Sq. Feet,0 Feet,"Nearby Livepool International School., Sankhamul, Kathmandu"
Kathmandu,52500000,0,0,3,N/A,5 Aana,0 Feet,"Buddhanagar, Baneshwor, Kathmandu"
Kathmandu,630000,0,0,N/A,N/A,250 Sq. Feet,0 Feet,"Near Nursury Chowk, Dhungedhara, Kathmandu"
Lalitpur,15100000,0,0,2,N/A,3.2 Aana,0 Feet,"Near Kantipur Colony, Nakhipot, Lalitpur"
Kathmandu,25000000,6,4,3,N/A,4.5 Aana,13 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,17000000,4,4,3,N/A,3.1 Aana,0 Feet,"Near Padma Colony, Sitapaila, Kathmandu"
Lalitpur,1700000,0,0,N/A,N/A,1200 Sq. Feet,0 Feet,"Nearby Kist Medical Collage, Imadol, Lalitpur"
Kathmandu,3500000,0,0,N/A,N/A,1000 Sq. Feet,0 Feet,"Opposite to Jubi Petrol Pump, Jorpati, Kathmandu"
Kathmandu,25500000,5,2,3,N/A,0-3-1-1 Aana,0 Feet,"Samakhusi, Samakhusi, Kathmandu"
Lalitpur,600000,0,0,N/A,N/A,200 Sq. Feet,0 Feet,"Nearby KItini High School, Taukhel, Lalitpur"
Kathmandu,22500000,0,0,3,N/A,3.5 Aana,0 Feet,"Ganesthan, Gongabu, Kathmandu"
Kathmandu,34500000,10,0,3,N/A,4.2 Aana,6 Meter,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,250 Sq. Feet,0 Feet,"Pingalasthan, Gaushala, Kathmandu"
Kathmandu,750000,0,0,N/A,N/A,200 Sq. Feet,0 Feet,"Nearby Sarbeshwor Mandir, Nayabasti, Gokarneshwor, Kathmandu"
Kathmandu,300000,0,0,N/A,N/A,150 Sq. Feet,0 Feet,"Khusibu, Naya Bazar, Kathmandu"
Kathmandu,550000,0,0,N/A,N/A,250 Sq. Feet,0 Feet,"Kapurdhara, Samakhusi, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,1-7-2-0 Ropani,12 Feet,"Nearby Diyalo Party palace, Basundhara, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,6 Aana,22 Feet,"Bhatkeko Pati, Kirtipur, Kathmandu"
Kathmandu,90,0,0,1,N/A,2378 Sq. Feet,42 Feet ,"Kantipath, Jamal, Kathmandu"
Bhaktapur,2500000,0,0,N/A,N/A,0-10-3-2 Aana,20 Feet,"Bode, Bode, Bhaktapur"
Kathmandu,4000000,0,0,N/A,N/A,5 Aana,20 Feet,"Dhungeadda, Kalanki, Kathmandu"
Chitwan,1.44E+14,0,0,N/A,N/A,11:10 Kattha,10 Feet ,"Tulsipur, Parsa, Khairahani, Chitwan"
Kathmandu,450000,0,0,N/A,N/A,150 Sq. Feet,0 Feet,"Nearby Prashanti Chowk., Kapan, Kathmandu"
Kathmandu,1200000,0,0,N/A,N/A,200 Sq. Feet,0 Feet,"Namuna Chowk, Jorpati, Kathmandu"
Kathmandu,400000,0,0,N/A,N/A,300 Sq. Feet,0 Feet,"Near by Gramin School, Nepaltar, Kathmandu"
Kathmandu,750000,0,0,N/A,N/A,500 Sq. Feet,0 Feet,"Opposite Citizen Bank, Maitidevi, Kathmandu"
Kathmandu,50000,3,2,N/A,N/A,4 Aana,0 Feet,"Sanobharayang, Sanobharyang, Kathmandu"
Kathmandu,3500000,0,0,N/A,N/A,500 Sq. Feet,0 Feet,"Bypass Chowk, Balaju, Kathmandu"
Lalitpur,1500000,0,0,N/A,N/A,600 Sq. Feet,0 Feet,"Opposite to Prabhu Bank, Kumaripati, Lalitpur"
Kathmandu,1300000,0,0,N/A,N/A,800 Sq. Feet,0 Feet,"Nearby Mahadevsthan Mandir, Koteshwor, Kathmandu"
Kathmandu,600000,0,0,N/A,N/A,150 Sq. Feet,0 Feet,"Chandragiri, Chandragiri, Kathmandu"
Lalitpur,600000,0,0,N/A,N/A,500 Sq. Feet,0 Feet,"Nearby Kharibot, Ekantakuna, Lalitpur"
Kathmandu,650000,0,0,N/A,N/A,1000 Sq. Feet,0 Feet,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,1+ Ropani,0 Feet,"Koteshwor, Koteshwor, Kathmandu"
Kathmandu,450000,0,0,N/A,N/A,500 Sq. Feet,0 Feet,"Kalanki, Kalanki, Kathmandu"
Kathmandu,450000,0,0,N/A,N/A,1200 Sq. Feet,0 Feet,"Kalopul, Kalopul, Kathmandu"
Kathmandu,500000,0,0,N/A,N/A,200 Sq. Feet,0 Feet,"Pepsicola, Pepsicola, Kathmandu"
Kathmandu,52500000,5,4,3,N/A,15 Aana,13 Feet ,"Brindaban Colony, Sukedhara, Kathmandu"
Lalitpur,1700000,0,0,N/A,N/A,5 aana Aana,20 Feet,"Taukhel, Godawari, Lalitpur"
Kathmandu,2100000,0,0,N/A,N/A,3 Aana,20 Feet,"Kadaghari, Kadaghari, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,1500 Sq. Feet,0 Feet,"Old Baneshwor, Old Baneshwor, Kathmandu"
Lalitpur,5860000,0,0,N/A,N/A,0-4-0-3 Aana,8 Meter ,"Sirutar, Lubhu, Lalitpur, Lubhu, Lalitpur"
Pokhara,1500000,0,0,N/A,N/A,30/36 Haat,20 Feet,"Bastolathar, Mahendrapul, Pokhara"
Kathmandu,9000,0,0,N/A,N/A,500 Sq. Feet,0 Feet,"Sukedhara, Sukedhara, Kathmandu"
Kathmandu,60000,2,1,N/A,N/A,1200 Sq. Feet,0 Feet,"Near Kaldhara, Thamel, Kathmandu"
Kathmandu,150000,0,0,N/A,N/A,1 Ropani,0 Feet,"Nearby Bhatkeko pul, Sinamangal, Kathmandu"
Lalitpur,40000,2,2,N/A,N/A,900 Sq. Feet,0 Feet,"Dhobighat, Dhobighat, Lalitpur"
Kathmandu,40000,3,1,N/A,N/A,1200 Sq. Feet,0 Feet,"Lazimpat., Lazimpat, Kathmandu"
Kathmandu,3400000,0,0,N/A,N/A,7 Aana,20 Feet,"Narephate, Narephate, Kathmandu"
Chitwan,605000055,0,0,N/A,N/A,8 Dhur,14 Feet,"Baraghare, Bharatpur, Chitwan"
Kathmandu,20500000,7,5,N/A,N/A,5 Aana,14 Feet ,"Nearby Hariyali Basti, Balambu, Kathmandu"
Kathmandu,5700000,0,0,N/A,N/A,0-5-2-0 Aana,24 Feet,"Chandol, Chandol, Kathmandu"
Lalitpur,39077000,4,4,3,2076,0-8-2-0 Aana,16 Feet ,"Khokana Dobato, Bhaisepati, Lalitpur"
Lalitpur,37500000,6,5,4,N/A,0-6-1-0 Sq. Feet,13 Feet,"Khumaltar, Khumaltar, Lalitpur"
Lalitpur,25000,2,1,N/A,N/A,800 Sq. Feet,13 Feet ,"Pulchowk, Pulchowk, Lalitpur"
Kathmandu,31000000,8,3,4,N/A,4 Aana,14 Feet ,"Chundevi, Chundevi, Kathmandu"
Lalitpur,27000000,5,3,3,N/A,0-3-1-2 Aana,22 Feet ,"Ekantakuna, Ekantakuna, Lalitpur"
Lalitpur,22000,2,1,1,N/A,6 Aana,13 Feet ,"Satdobato, Satdobato, Lalitpur"
Lalitpur,21500000,0,0,3,N/A,0-4-2-0 Aana,10 Feet,"Dhapakhel, Dhapakhel, Lalitpur"
Bhaktapur,25500000,0,0,4,N/A,5 Aana,10 Feet,"Lokanthali, Lokanthali, Bhaktapur"
Kathmandu,45000,4,4,N/A,N/A,3.5 Aana,6 Meter,"Green Hill City Housing, Mulpani, Kathmandu"
Kathmandu,85000,3,3,N/A,N/A,8 Aana,12 Feet,"Old Baneshwor, Old Baneshwor, Kathmandu"
Lalitpur,300000,4,4,3,N/A,2-8-0-0 Ropani,15 Feet,"Thado Dhunga, Dhobighat, Lalitpur"
Kathmandu,380000,11,4,3,N/A,1 Ropani,12 Feet,"Baluwatar, Baluwatar, Kathmandu"
Lalitpur,250000,5,3,3,N/A,20 Aana,15 Feet,"Jhamsikhel, Jhamsikhel, Lalitpur"
Kathmandu,60000,4,4,3,N/A,5 Sq. Feet,15 Feet,"Padma Colony, Sitapaila, Kathmandu"
Kathmandu,140000,5,4,N/A,N/A,1 Ropani,13 Feet,"Hattigauda, Budhanilkantha, Kathmandu"
Lalitpur,150000,5,3,3,N/A,12 Sq. Feet,15 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,2400000,0,0,N/A,N/A,6 Aana,20 Feet ,"Pasikot, Budhanilkantha, Kathmandu"
Lalitpur,40000000,4,2,3,N/A,8 Aana,20 Feet,"Nayabato, Dhobighat, Lalitpur"
Kathmandu,3300000,0,0,N/A,N/A,10 Aana,10 Feet ,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,20000000,0,0,3,N/A,4.2 Aana,12 Feet ,"Aakashedhara, Kapan, Kathmandu"
Lalitpur,325000,7,5,3,N/A,14 Sq. Feet,13 Feet,"Dhobighat, Dhobighat, Lalitpur"
Kathmandu,32500000,0,0,3,N/A,0-6-3-2 Aana,13 Feet ,"Near Veena's Residency, Tokha, Kathmandu"
Kathmandu,100000,5,2,N/A,N/A,8 Aana,15 Feet,"Nearby Chappal Karkhana, Maharajgunj, Kathmandu"
Lalitpur,70000,6,4,3,N/A,0-3-2-0 Aana,13 Feet,"Nakkhu, Nakkhu, Lalitpur"
Kathmandu,45000000,0,0,3,N/A,8 Aana,20 Feet ,"Bagaichaa Colony, Budhanilkantha, Kathmandu"
Lalitpur,100000,0,0,N/A,N/A,8 Aana,13 Feet,"Nakhipot, Nakhipot, Lalitpur"
Kathmandu,21500000,4,3,3,N/A,4 Aana,4 Meter ,"Nearby Hepali Height, Budhanilkantha, Kathmandu"
Kathmandu,1200000,0,0,N/A,N/A,11 Aana,13 Feet ,"Taulung, Budhanilkantha, Kathmandu"
Lalitpur,125000,4,3,N/A,N/A,2100 Sq. Feet,13 Feet,"Kumaripati, Kumaripati, Lalitpur"
Kathmandu,600000,0,0,N/A,N/A,42 Aana,20 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Lalitpur,150000,3,4,2,N/A,8 Aana,0 Feet,"Nearby Nepal Law Collage, Sanepa, Lalitpur"
Jhapa,2200000,0,0,N/A,N/A,17 Kattha,20 Feet ,"Birtamod, Jhapa, Jhapa"
Lalitpur,55000,5,2,N/A,N/A,0-3-2-0 Aana,13 Feet,"Near Saptarishi Mandir, Bhaisepati, Lalitpur"
Kathmandu,3300000,0,0,N/A,N/A,4 Aana,20 Feet ,"Chappal Karkhana, Maharajgunj, Kathmandu"
Kathmandu,150000,5,5,3,N/A,7 Aana,15 Feet,"Baluwatar, Baluwatar, Kathmandu"
Lalitpur,1500000,0,0,N/A,N/A,12.11 Ropani,20 Feet ,"Badegaun, Godawari, Lalitpur"
Kathmandu,70000000,0,0,3,N/A,1 Ropani,20 Feet ,"Pachali, Bhairav, Teku, Kathmandu"
Lalitpur,200000,5,5,N/A,N/A,0-5-2-0 Aana,15 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,47500000,0,0,N/A,N/A,8 Aana,16 Feet ,"Rudhreshwor Chowk, Budhanilkantha, Kathmandu"
Lalitpur,3500000,0,0,N/A,N/A,20 Aana,13 Feet ,"Chakupat, Patan, Lalitpur"
Lalitpur,550000,6,6,N/A,N/A,2 Ropani,20 Feet,"Nearby Gusingal, Kupondole, Lalitpur"
Lalitpur,150000,5,4,3,N/A,13 Aana,13 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Lalitpur,180000,0,0,N/A,N/A,15 Aana,15 Feet,"Dhobighat, Dhobighat, Lalitpur"
Lalitpur,125000,7,4,3,N/A,1 Ropani,13 Feet,"Nearby Nakhipot Buspark, Nakhipot, Lalitpur"
Kathmandu,350000,8,4,N/A,N/A,1-0-1-0 Ropani,13 Feet,"Baluwatar, Baluwatar, Kathmandu"
Pokhara,12500000,0,0,N/A,N/A,159 Sq. Meter,6 Meter ,"Bajhapatan 13 pokhara, Bajha Patan, Pokhara"
Kathmandu,25000000,3,3,N/A,N/A,1800 Sq. Feet,0 Feet,"Baluwatar, Baluwatar, Kathmandu"
Kathmandu,45000000,4,4,N/A,N/A,3700 Sq. Feet,0 Feet,"Central Park Apartment, Bishal Nagar, Kathmandu"
Kathmandu,45000000,4,4,N/A,N/A,3700 Sq. Feet,0 Feet,"Central Park Apartment, Bishal Nagar, Kathmandu"
Kathmandu,35000000,3,3,N/A,N/A,2450 Sq. Feet,0 Feet,"Kamalpokhari, Kamalpokhari, Kathmandu"
Kathmandu,400000,0,0,N/A,N/A,3 Ropani,20 Feet ,"Sankhu, Sankhu, Kathmandu"
Kathmandu,3700000,0,0,N/A,N/A,21 Aana,18 Feet,"Chandol, Chandol, Kathmandu"
Kathmandu,11400000,0,0,1,N/A,3 Aana,13 Feet ,"Jorpati, Jorpati, Kathmandu"
Kathmandu,11400000,0,0,3,N/A,0-2-2-1 Aana,10 Feet ,"Nearby, Gopikrishna flim hall, Chabahil, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,20 Aana,13 Feet,"Chandol, Chandol, Kathmandu"
Kathmandu,1750000,0,0,N/A,N/A,3 Aana,32 Feet ,"Nearby, Silvershine School, Kapan, Kathmandu"
Kathmandu,4800000,0,0,N/A,N/A,8 Aana,15 Feet,"Behind Kalika tower, Baluwatar, Kathmandu"
Kathmandu,12000000,4,0,1,N/A,3.2 Aana,12 Feet ,"Jorpati Nayabasti, Jorpati, Kathmandu"
Bhaktapur,366666,0,0,N/A,N/A,3 Aana,13 Feet ,"Dachhi, Changunarayan, Bhaktapur"
Kathmandu,180000000,0,0,3,N/A,3.5 Ropani,13 Feet,"Near Chappal Factory, Maharajgunj, Kathmandu"
Kathmandu,1500000,0,0,N/A,N/A,0-3-3-1 Aana,20 Feet,"Chovar, Chovar, Kathmandu"
Kathmandu,2700000,0,0,N/A,N/A,4.2 Aana,12 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Bhaktapur,1050000,0,0,N/A,N/A,14 Aana,20 Feet ,"Chhaaling, Bhaktapur, Bhaktapur"
Lalitpur,14500000,10,0,3,N/A,3.1 Aana,10 Feet,"Mahalaxmi Nagarpalika-4, Tikathali, Lalitpur"
Kathmandu,36500000,3,4,N/A,N/A,4 Aana,13 Feet,"Maharajgunj, Maharajgunj, Kathmandu"
Kathmandu,220000,2,3,N/A,N/A,4100 Sq. Feet,0 Feet,"Nearby Raddisson Hotel, Lazimpat, Kathmandu"
Kathmandu,1300000,0,0,N/A,N/A,4 Aana,8 Feet ,"Aakashedhara Height, Kapan, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,9 Aana,16 Feet ,"Bhangal Height, Bhangal, Kathmandu"
Kathmandu,1400000,0,0,N/A,N/A,4 Aana,10 Feet ,"Dachindhoka, Sankhu, Kathmandu"
Pokhara,700000,0,0,N/A,N/A,25/50 Haat,15 Feet,"Ram Bazar, Ram Bazar, Pokhara"
Kathmandu,24000000,7,0,3,N/A,4 Aana,16 Feet ,"Shiva Mandir, Kapan, Kathmandu"
Pokhara,15000000,0,0,N/A,N/A,25/60 Haat,20 Feet,"Chauthe, Chauthe, Pokhara"
Kathmandu,20400000,11,0,3,N/A,4 Aana,20 Feet ,"Aakaashe Dhara, Kapan, Kathmandu"
Pokhara,27000000,0,0,2,N/A,4.5 Aana,20 Feet,"Nearby Kaski Modernize School, Pokhara, Pokhara"
Pokhara,30000000,0,0,3,N/A,4 Aana,20 Feet,"Near Buddha Chowk, Ram Bazar, Pokhara"
Pokhara,18000000,0,0,N/A,N/A,22/58 Haat,20 Feet,"Nearby Kaski Modernai School, Pokhara, Pokhara"
Pokhara,35000000,0,0,4,N/A,7 Aana,15 Feet,"Fulbari, Pokhara, Fulbari, Pokhara"
Pokhara,600000,0,0,N/A,N/A,70/38 Haat,20 Feet,"Near Ghale Chowk, Pokhara, Pokhara"
Pokhara,16300000,0,0,N/A,N/A,18/63 Sq. Feet,20 Feet,"Near Ghale Chowk, Pokhara, Pokhara"
Pokhara,1150000,0,0,N/A,N/A,25/50 Haat,20 Feet,"Amarsingh Chowk, Pokhara, Pokhara"
Pokhara,6500000,0,0,N/A,N/A,15/35 Sq. Feet,12 Feet,"Nearby Marigold School, Ram Bazar, Pokhara"
Kathmandu,700000,0,0,N/A,N/A,4.2 Aana,32 Feet ,"Kapan Height, Kapan, Kathmandu"
Lalitpur,1400000,0,0,N/A,N/A,0-4-3-3 Aana,13 Feet,"Sunakothi, Sunakothi, Lalitpur"
Kathmandu,35700000,0,0,N/A,N/A,8-2-0 Aana,12 Feet,"Baneshwor, Shantinagar, Kathmandu"
Lalitpur,250000,0,0,N/A,N/A,10 Ropani,12 Feet ,"Lele, Lele, Lalitpur"
Kathmandu,1100000,0,0,N/A,N/A,3.2 Aana,20 Feet ,"Paiyatar, Kapan, Kathmandu"
Kathmandu,16000000,7,6,5,N/A,3.1 Aana,14 Feet ,"Mulpani, Mulpani, Kathmandu"
Kathmandu,2700000,0,0,N/A,N/A,4 Aana,20 Feet ,"Simaltar, Kapan, Kathmandu"
Lalitpur,9000000,4,1,1,N/A,3.2 Aana,10 Feet ,"Tikathali, Tikathali, Lalitpur"
Kathmandu,13000000,2,1,N/A,N/A,4 Aana,15 Feet ,"Tokha, Tokha, Kathmandu"
Kathmandu,1800000,0,0,N/A,N/A,6 Aana,26 Feet ,"Goldhunga, Tarkeshwor, Kathmandu"
Kaski,900000,0,0,N/A,N/A,20/45 Haat,20 Feet,"Dhampus, Dhampus, Kaski"
Kathmandu,1600000,0,0,N/A,N/A,4 Aana,26 Feet ,"Goldhunga, Tarkeshwor, Kathmandu"
Pokhara,25000000,0,0,N/A,N/A,5 Aana,20 Feet ,"Ram Bazar, Ram Bazar, Pokhara"
Kathmandu,45000,3,4,3,N/A,3.6 Aana,20 Feet,"Civil homes, Bafal, Kathmandu"
Bhaktapur,1800000,0,0,N/A,N/A,3.2 Aana,20 Feet,"Chitrapur, Dadikot, Bhaktapur"
Kathmandu,19500000,3,3,3,2075,0-2-3-0 Aana,12 Feet ,"Basundhara, Basundhara, Kathmandu"
Kathmandu,17000000,4,3,3,N/A,3.2 Aana,13 Feet ,"Simaltar, Kapan, Kathmandu"
Lalitpur,90000,4,3,2,N/A,1 Ropani,15 Feet,"Kusunti, Kusunti, Lalitpur"
Lalitpur,350000,5,5,3,N/A,1-14-0-0 Ropani,13 Feet,"Nearby Embassy of Malasiya, Sanepa, Lalitpur"
Kathmandu,100000,6,4,3,N/A,14 Aana,13 Feet,"Balaju, Balaju, Kathmandu"
Kathmandu,150000,4,4,3,N/A,10 Aana,14 Feet,"Namdel Chowk, Sanobharyang, Kathmandu"
Kathmandu,500000,5,7,3,N/A,3 Ropani,15 Feet,"Sinamangal, Sinamangal, Kathmandu"
Kathmandu,38000000,10,0,N/A,N/A,7 Aana,10 Feet,"Dhumbarahi, Dhumbarahi, Kathmandu"
